,id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
44217,44218,1.0048219999999999,tcp,-,FIN,12,8,994,760,18.908821,254,252,7260.987305,5294.470215,3,2,87.890548,116.41543,4942.507062,153.821469,255,3885642287,1853890461,255,0.34023600000000004,0.18991,0.150326,83,95,0,0,2,1,2,1,1,1,0,0,0,1,2,0,Fuzzers,1
63884,63885,0.837534,tcp,-,FIN,170,30,212416,1414,237.602291,254,252,2017035.75,13057.37988,82,2,4.9558230000000005,28.523725,546.3145860000001,37.526871,255,556000885,1156505920,255,0.051213,0.007165,0.044048000000000004,1250,47,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
46034,46035,0.285367,tcp,-,FIN,10,6,502,268,52.563889,254,252,12671.40137,6279.632812,2,1,30.798889000000003,44.436801,1849.877107,78.55080500000001,255,2868532044,2832401572,255,0.13419,0.063173,0.071017,50,45,0,0,8,1,2,2,1,2,0,0,0,2,8,0,Fuzzers,1
21052,21053,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,19,19,19,19,0,0,0,19,19,0,Generic,1
48606,48607,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,4,3,3,3,0,0,0,3,10,0,Generic,1
17888,17889,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,42,2,18,16,16,43,0,0,0,17,42,0,Generic,1
46524,46525,0.8775360000000001,tcp,-,FIN,10,8,546,354,19.372425,254,252,4485.286133,2826.094971,2,1,97.398667,117.78457,5907.310412,181.825703,255,1678369785,1523126948,255,0.16511199999999998,0.053042,0.11207,55,44,0,0,3,1,1,1,1,1,0,0,0,2,2,0,Fuzzers,1
53110,53111,7.000000000000001e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,2,2,1,2,0,0,0,2,12,0,Generic,1
11140,11141,5.3603,tcp,-,FIN,8,12,682,6670,3.544578,62,252,890.9948730000001,9126.354492,0,3,765.757125,465.560205,1819.61825,45376.40089,255,1959952686,1713374329,255,0.0,0.0,0.0,85,556,0,0,2,1,2,2,2,2,0,0,0,3,2,0,Exploits,1
11302,11303,0.912199,tcp,-,FIN,10,8,564,354,18.636284,254,252,4455.167969,2718.705078,2,1,101.24544399999999,127.48299999999999,6502.4965649999995,206.565719,255,917736882,4040242518,255,0.064413,0.019809,0.044604000000000005,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
11766,11767,0.874873,tcp,smtp,FIN,42,22,31267,1790,72.010453,62,252,279107.9375,15627.41113,18,8,21.323488,39.254383000000004,1804.2646989999998,71.708773,255,3736262612,1080768673,255,0.094707,0.050522000000000004,0.044185,744,81,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Exploits,1
27302,27303,0.046376,tcp,ftp-data,FIN,6,8,320,1930,280.317399,31,29,46058.30469,291357.5938,1,2,9.2098,6.547000000000001,641.3394139999999,15.716864999999999,255,3941797080,1805435149,255,0.000683,0.000543,0.00014,53,241,0,0,5,0,4,1,1,4,0,0,0,8,3,0,Normal,0
55469,55470,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,7,7,4,7,0,0,0,7,13,0,Generic,1
11927,11928,0.5766060000000001,tcp,http,FIN,10,6,916,268,26.014298999999998,254,252,11446.29102,3107.841553,2,1,60.183889,97.726398,3084.20535,154.72851599999998,255,2313373838,3634089784,255,0.165294,0.087965,0.077329,92,45,1,0,1,1,2,1,1,1,0,0,1,1,2,0,Reconnaissance,1
56201,56202,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,Generic,1
5430,5431,1.395781,tcp,-,FIN,20,34,1110,25388,37.971571999999995,62,252,6046.793457,141237.0469,6,15,73.46215500000001,40.531698,4251.722235,3132.108979,255,1796541009,946724477,255,0.117843,0.057526,0.060316999999999996,56,747,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
16985,16986,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,23,23,11,32,0,0,0,23,32,0,Generic,1
21787,21788,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,16,16,16,34,0,0,0,18,34,0,Generic,1
32360,32361,37.989578,arp,-,CON,2,2,56,92,0.07896900000000001,0,0,5.896354,9.686867,0,0,37988.524,37988.572,0.0,0.0,0,0,0,0,0.0,0.0,0.0,28,46,0,0,2,0,2,2,2,2,0,0,0,2,2,0,Normal,0
27487,27488,0.000985,udp,dns,CON,2,2,130,162,3045.6851260000003,31,29,527918.75,657868.0,0,0,0.01,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,3,1,1,1,0,0,0,2,3,0,Normal,0
38396,38397,0.001013,udp,dns,CON,2,2,146,178,2961.5004059999997,31,29,576505.4375,702862.75,0,0,0.006,0.009000000000000001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,4,1,1,1,0,0,0,1,3,0,Normal,0
6247,6248,0.634232,tcp,-,FIN,10,8,564,354,26.804071999999998,254,252,6407.75,3910.241211,2,1,70.47022199999999,88.818859,5478.446965,140.564922,255,4081693448,2068678622,255,0.050789999999999995,0.0057799999999999995,0.04501,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
13433,13434,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,8,8,5,34,0,0,0,8,34,0,Generic,1
18059,18060,5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,18,18,18,34,0,0,0,19,34,0,Generic,1
62098,62099,1.7e-05,udp,-,INT,2,0,168,0,58823.528379999996,254,0,39529412.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,7,0,Reconnaissance,1
67519,67520,0.6096020000000001,tcp,-,FIN,10,6,586,268,24.60622,254,252,6929.111328,2939.623047,2,1,64.656222,106.677,3440.601721,167.795297,255,2259166440,2486574518,255,0.11941800000000001,0.076208,0.043210000000000005,59,45,0,0,3,1,1,1,1,3,0,0,0,2,5,0,Normal,0
59065,59066,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,4,4,4,4,0,0,0,5,9,0,Generic,1
27522,27523,0.009264,tcp,-,FIN,36,38,2334,16290,7879.9656620000005,31,29,1960276.375,13697755.0,7,12,0.25508600000000003,0.23205399999999998,15.133920999999999,13.461588,255,1448093037,3598023921,255,0.000797,0.000643,0.000154,65,429,0,0,13,0,3,1,1,1,0,0,0,1,16,0,Normal,0
61213,61214,0.637822,tcp,-,FIN,12,24,912,22000,54.874246,62,252,10485.68457,264449.9688,2,9,57.98381800000001,26.245,3888.677442,2406.733541,255,2923897148,901348816,255,0.101185,0.033422,0.067763,76,917,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Exploits,1
29810,29811,1.0327950000000001,tcp,http,FIN,14,18,1684,10168,30.015639,31,29,12114.69922,74392.30469,3,5,79.418615,60.723176,8769.40057,7678.503559000001,255,2798777215,2803990746,255,0.00062,0.0004969999999999999,0.000123,120,565,1,3924,1,0,2,1,1,1,0,0,1,4,3,0,Normal,0
254,255,0.409782,tcp,http,FIN,10,8,852,1336,41.485473999999996,62,252,14973.81543,22821.89063,2,2,45.531333000000004,46.374145,2261.1123420000004,78.61516400000001,255,110924759,1029042703,255,0.12394300000000001,0.056063,0.06788,85,167,1,235,2,1,2,2,1,3,0,0,1,2,2,0,Exploits,1
49124,49125,1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,3,2,2,3,0,0,0,3,3,0,Fuzzers,1
25230,25231,0.004475,udp,-,CON,4,4,568,304,1564.245863,31,29,761564.25,407597.7813,0,0,1.149667,1.017333,1.616682,1.431657,0,0,0,0,0.0,0.0,0.0,142,76,0,0,6,0,7,1,1,3,0,0,0,4,4,0,Normal,0
54878,54879,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,Generic,1
43079,43080,17.025537,udp,-,INT,4,0,2130,0,0.176206,254,0,750.8720089999999,0.0,0,0,5675.1795,0.0,8025.8995,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,31,2,5,5,1,31,0,0,0,5,31,0,Normal,0
37680,37681,0.001027,udp,dns,CON,2,2,146,178,2921.129446,31,29,568646.5625,693281.375,0,0,0.008,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,2,1,1,0,0,0,3,3,0,Normal,0
20224,20225,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,10,10,10,25,0,0,0,10,25,0,Generic,1
38843,38844,0.0009720000000000001,udp,dns,CON,2,2,146,178,3086.419725,31,29,600823.0625,732510.3125,0,0,0.009000000000000001,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,3,2,1,2,0,0,0,5,1,0,Normal,0
41211,41212,1.359425,tcp,-,CON,6,2,998,86,5.149236,62,252,4896.187988000001,253.04817200000002,2,1,271.885,0.006999999999999999,14998.745069999999,0.0,255,2265006196,290383389,255,0.9968670000000001,0.657822,0.339045,166,43,0,0,2,3,2,1,1,2,0,0,0,1,3,0,Normal,0
75681,75682,0.049038,udp,-,INT,3,0,158,0,40.784696999999994,254,0,17292.71094,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,53,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Normal,0
39594,39595,1.261788,tcp,http,FIN,348,746,18578,1087890,866.2310869999999,31,29,117452.375,6888206.0,2,370,3.635245,1.6929869999999998,212.471423,122.346617,255,1401790366,1402774029,255,0.00066,0.000508,0.000152,53,1458,1,524288,1,0,3,1,1,1,0,0,1,1,2,0,Normal,0
61633,61634,1.2e-05,udp,-,INT,2,0,936,0,83333.33039,254,0,312000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,468,0,0,0,38,2,16,16,1,16,0,0,0,17,36,0,Fuzzers,1
17187,17188,3.5e-05,udp,dns,INT,2,0,114,0,28571.42781,254,0,13028571.0,0.0,0,0,0.035,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,38,2,26,26,16,38,0,0,0,26,38,0,Generic,1
66254,66255,4e-06,udp,-,INT,2,0,104,0,250000.0006,254,0,104000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Normal,0
12891,12892,8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,23,23,23,24,0,0,0,23,24,0,Generic,1
58728,58729,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,Generic,1
49749,49750,4.731193,udp,radius,INT,8,0,3808,0,1.479542,254,0,5634.09668,0.0,0,0,675.884688,0.0,788.376437,0.0,0,0,0,0,0.0,0.0,0.0,476,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Generic,1
32587,32588,0.00179,udp,-,CON,4,4,528,304,3910.6145049999996,31,29,1769832.375,1018994.438,0,0,0.452,0.23033299999999998,0.632153,0.31654899999999997,0,0,0,0,0.0,0.0,0.0,132,76,0,0,3,0,4,1,1,3,0,0,0,3,5,0,Normal,0
64570,64571,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,4,7,0,0,0,7,14,0,Generic,1
62815,62816,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,5,5,2,5,0,0,0,5,12,0,Generic,1
18354,18355,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,16,16,16,30,0,0,0,16,30,0,Generic,1
59885,59886,0.586677,tcp,http,FIN,10,6,956,268,25.567731,254,252,11740.70215,3054.491455,2,1,62.878111,101.834602,3323.394293,161.831469,255,2142577504,2574212578,255,0.151982,0.07749400000000001,0.074488,96,45,1,0,1,1,2,1,1,2,0,0,1,2,1,0,Exploits,1
25228,25229,0.00605,tcp,-,FIN,22,24,1920,4312,7438.016568999999,31,29,2423801.75,5465124.0,6,6,0.271381,0.23573899999999998,16.887857999999998,13.547196,255,2008974130,2009295409,255,0.000753,0.000617,0.000136,87,180,0,0,8,0,1,1,1,1,0,0,0,8,6,0,Normal,0
22716,22717,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,22,2,14,14,14,22,0,0,0,14,22,0,Generic,1
60007,60008,0.6503140000000001,tcp,-,FIN,10,6,614,268,23.065781,254,252,6802.867676000001,2755.592041,2,1,66.174444,116.498398,3999.501804,187.067234,255,4010734718,1660034339,255,0.135055,0.067811,0.06724400000000001,61,45,0,0,2,1,5,1,1,5,0,0,0,5,1,0,Shellcode,1
80187,80188,0.520044,tcp,http,FIN,10,8,836,1062,32.68954,62,252,11583.63477,14306.48145,2,2,57.679221999999996,57.755430000000004,2895.1943539999997,73.559586,255,1457109840,301918082,255,0.176649,0.11575,0.060899,84,133,1,126,4,1,2,3,2,4,0,0,4,4,3,0,Normal,0
21961,21962,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,18,18,18,36,0,0,0,18,36,0,Generic,1
11202,11203,1.310725,tcp,ftp,FIN,22,22,1190,1644,32.806272,62,252,6933.567383,9582.483398,7,9,62.415478,60.130283999999996,3483.681036,3580.048439,255,2960412577,2734796250,255,0.09488300000000001,0.047407,0.047476,54,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,Exploits,1
79216,79217,1.545839,tcp,http,FIN,60,14,68191,612,47.223548,254,252,347021.9063,2944.679443,27,1,25.599576000000003,105.731922,2444.967094,141.502734,255,1735237684,379538392,255,0.27584200000000003,0.171318,0.104524,1137,44,0,0,3,1,1,2,1,2,0,0,0,2,2,0,Normal,0
81971,81972,8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,2,2,1,2,0,0,0,2,2,0,Normal,0
12569,12570,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,21,21,16,34,0,0,0,21,34,0,Generic,1
31204,31205,1.082662,tcp,http,FIN,14,18,1684,10168,28.633128999999997,31,29,11556.7002,70965.82031,3,5,83.255075,63.655058999999994,8790.862978000001,7697.170305,255,1958691367,4109373010,255,0.000656,0.000522,0.000134,120,565,1,3924,2,0,5,1,1,1,0,0,1,2,4,0,Normal,0
28342,28343,0.021269,tcp,smtp,FIN,52,40,37496,3276,4278.527594,31,29,13832339.0,1201749.125,18,8,0.41011800000000004,0.5308970000000001,22.864855,1.0338889999999998,255,1037247594,1038377576,255,0.0007480000000000001,0.00056,0.000188,721,82,0,0,2,0,3,1,1,1,0,0,0,5,1,0,Normal,0
52953,52954,6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,3,3,3,3,0,0,0,3,13,0,Generic,1
80400,80401,8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,23,1,1,7,0,0,0,3,8,0,Normal,0
63737,63738,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,3,10,0,Generic,1
64346,64347,0.97659,tcp,-,FIN,10,8,1554,354,17.407510000000002,254,252,11460.28516,2539.448486,2,1,108.496444,126.303,5495.914139,230.468609,255,3291227673,469957541,255,0.22855100000000003,0.09246499999999999,0.13608599999999998,155,44,0,0,4,1,1,2,1,1,0,0,0,3,1,0,Exploits,1
30539,30540,0.0010949999999999998,udp,dns,CON,2,2,146,178,2739.726138,31,29,533333.375,650228.3125,0,0,0.012,0.009000000000000001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,9,0,5,5,4,4,0,0,0,6,8,0,Normal,0
71834,71835,9e-06,udp,-,INT,2,0,1064,0,111111.1072,254,0,472888864.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,32,2,13,13,1,31,0,0,0,13,31,0,Normal,0
56468,56469,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,3,7,0,0,0,8,17,0,Generic,1
41401,41402,0.288652,tcp,-,CON,6,2,998,86,24.250655,62,252,23058.9082,1191.74646,2,1,57.7304,0.002,2935.683212,0.0,255,1019296422,2622482566,255,0.17128,0.10545399999999999,0.065826,166,43,0,0,3,3,2,2,1,3,0,0,0,2,3,0,Normal,0
70006,70007,0.700033,tcp,-,CON,6,2,1012,86,9.999528,62,252,9645.259766,491.405396,2,1,140.0066,0.006999999999999999,7002.3078909999995,0.0,255,2985993521,3068711000,255,0.338712,0.15648900000000002,0.182223,169,43,0,0,3,3,2,2,1,3,0,0,0,3,3,0,Normal,0
13865,13866,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,16,16,16,30,0,0,0,16,30,0,Generic,1
34080,34081,0.0009720000000000001,udp,dns,CON,2,2,146,178,3086.419725,31,29,600823.0625,732510.3125,0,0,0.011000000000000001,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,1,1,1,0,0,0,1,3,0,Normal,0
52573,52574,1.369931,tcp,-,FIN,10,8,564,354,12.409384,254,252,2966.572754,1810.3101809999998,2,1,147.86488899999998,186.980719,9824.571794,261.18670299999997,255,3940753393,3947579251,255,0.14444200000000001,0.06106,0.08338200000000001,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1
66662,66663,1e-06,udp,-,INT,2,0,78,0,1000000.003,254,0,312000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,2,2,1,1,1,3,0,0,0,1,5,0,Normal,0
74075,74076,5e-06,udp,-,INT,2,0,1818,0,200000.0051,254,0,1454400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,909,0,0,0,10,2,25,10,1,10,0,0,0,10,10,0,Normal,0
52541,52542,0.570485,tcp,-,FIN,10,8,1276,354,29.799205999999998,254,252,16112.60645,4347.178223,2,1,60.723778,76.59456999999999,3975.821421,128.848539,255,1364365821,2315748268,255,0.11470999999999999,0.034312,0.080398,128,44,0,0,9,1,2,2,1,2,0,0,0,4,8,0,Fuzzers,1
70674,70675,1.0558969999999999,tcp,-,FIN,10,8,588,354,16.100054999999998,254,252,4015.5432130000004,2348.7138670000004,2,1,112.528778,141.688141,7777.767674,190.861031,255,1578537477,1735701437,255,0.124081,0.064078,0.060002999999999994,59,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Normal,0
258,259,0.285988,tcp,-,FIN,10,8,1196,992,59.443053000000006,62,252,30127.13867,24280.73828,2,2,31.776444,37.35,1638.963244,58.916566,255,3629628996,1493336307,255,0.069484,0.012339,0.057145,120,124,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
64303,64304,0.9035129999999999,tcp,-,FIN,22,12,17786,910,36.5241,254,252,150328.7656,7393.363281,8,2,43.024429999999995,71.261453,3636.95195,111.575648,255,357719882,1593700153,255,0.129412,0.07823,0.051182,808,76,0,0,4,1,1,1,1,1,0,0,0,1,4,0,Fuzzers,1
44986,44987,1.7e-05,udp,-,INT,2,0,168,0,58823.528379999996,254,0,39529412.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
8717,8718,3.5255410000000005,tcp,smtp,FIN,22,20,6110,1688,11.629421,62,252,13235.98242,3639.725098,8,8,167.88290600000002,182.510156,13124.37716,386.336156,255,858499661,3325471052,255,0.13186199999999998,0.057231,0.07463099999999999,278,84,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Exploits,1
53169,53170,7.000000000000001e-06,unas,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.006999999999999999,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,2,0,0,0,3,6,0,Exploits,1
57019,57020,1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,7,7,4,7,0,0,0,7,12,0,Generic,1
30400,30401,0.253308,tcp,-,FIN,16,18,1540,1644,130.27618600000002,31,29,45604.5625,49047.01172,4,4,16.862533,14.836412,1136.23758,28.001184000000002,255,3855151942,1753562513,255,0.001271,0.0010789999999999999,0.000192,96,91,0,0,7,0,6,2,1,2,0,0,0,2,5,0,Normal,0
26471,26472,0.07770099999999999,tcp,-,FIN,16,18,1540,1644,424.704946,31,29,148672.4688,159894.9844,4,4,5.1579999999999995,4.540235,400.456805,13.602547,255,3205091277,1106212462,255,0.0006389999999999999,0.0005070000000000001,0.000132,96,91,0,0,14,0,5,3,1,3,0,0,0,3,8,0,Normal,0
45058,45059,1e-05,udp,-,INT,2,0,2898,0,100000.0025,254,0,1159200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1449,0,0,0,3,2,1,1,1,1,0,0,0,1,2,0,Fuzzers,1
26920,26921,0.001052,udp,dns,CON,2,2,146,178,2851.711087,31,29,555133.0625,676806.125,0,0,0.008,0.01,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,1,0,0,0,2,1,0,Normal,0
33291,33292,0.01369,tcp,-,FIN,16,18,1540,1644,2410.518556,31,29,843827.5625,907523.6875,4,4,0.8902,0.7782939999999999,62.1243,1.4394719999999999,255,2767613588,2769802350,255,0.000583,0.00045599999999999997,0.000127,96,91,0,0,11,0,8,7,1,7,0,0,0,12,11,0,Normal,0
20865,20866,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,25,25,25,27,0,0,0,26,27,0,Generic,1
54526,54527,2.894134,tcp,smtp,FIN,160,40,187100,2704,68.759773,62,252,513952.6875,7289.227051000001,77,8,18.2021,72.511539,1835.6956989999999,91.690492,255,4116719413,3706389804,255,0.129955,0.06505,0.06490499999999999,1169,68,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
30542,30543,0.11294000000000001,tcp,-,FIN,90,164,5592,192828,2240.127531,31,29,391712.4063,13575562.0,10,71,1.265405,0.689301,75.739151,43.3203,255,2962896256,2966727673,255,0.000732,0.00058,0.000152,62,1176,0,0,7,0,4,1,1,1,0,0,0,5,6,0,Normal,0
3643,3644,9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009000000000000001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Exploits,1
2800,2801,5e-06,ggp,-,INT,2,0,180,0,200000.0051,254,0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,4,2,3,4,3,3,0,0,0,5,3,0,Fuzzers,1
32436,32437,0.001736,udp,-,CON,4,4,528,304,4032.258187,31,29,1824884.875,1050691.25,0,0,0.44799999999999995,0.224333,0.627203,0.310904,0,0,0,0,0.0,0.0,0.0,132,76,0,0,12,0,5,1,1,3,0,0,0,5,11,0,Normal,0
61027,61028,6e-06,visa,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,Exploits,1
57255,57256,0.344396,tcp,-,FIN,10,6,534,268,43.554513,254,252,11173.18457,5203.3125,2,1,36.358222,55.662199,1780.207295,72.043664,255,2357053235,1900013306,255,0.097761,0.06607400000000001,0.031687,53,45,0,0,6,1,3,3,2,3,0,0,0,3,6,0,Fuzzers,1
